HeatNumber,NumberOfKarts,KartNumber,DriverName,Laptime
430,15,20,SanderV,00:40.177
430,15,20,SanderV,00:40.912
430,15,20,SanderV,00:40.035
430,15,20,SanderV,00:42.103
430,15,20,SanderV,00:49.522
430,15,20,SanderV,00:39.593
430,15,20,SanderV,00:39.074
430,15,20,SanderV,00:39.618
430,15,20,SanderV,00:47.919
430,15,20,SanderV,00:39.787
431,13,1,VICTOR,00:45.541
431,13,1,VICTOR,01:26.806
431,13,1,VICTOR,00:41.204
431,13,1,VICTOR,00:41.942
431,13,1,VICTOR,00:42.659
431,13,1,VICTOR,00:41.590
431,13,1,VICTOR,00:41.548
431,13,1,VICTOR,00:44.278
431,13,1,VICTOR,00:40.875
431,13,1,VICTOR,00:44.083
431,13,1,VICTOR,00:40.320
431,13,1,VICTOR,00:40.326
431,13,4,marco,00:55.568
431,13,4,marco,00:49.945
431,13,4,marco,00:51.456
431,13,4,marco,00:52.288
431,13,4,marco,00:49.969
431,13,4,marco,01:00.116
431,13,4,marco,00:49.651
431,13,4,marco,00:48.947
431,13,4,marco,00:59.455
431,13,4,marco,00:58.113
431,13,14,thoro,00:42.715
431,13,14,thoro,00:43.069
431,13,14,thoro,00:53.153
431,13,14,thoro,00:40.011
431,13,14,thoro,00:39.907
431,13,14,thoro,00:39.976
431,13,14,thoro,00:40.036
431,13,14,thoro,00:40.192
431,13,14,thoro,00:41.116
431,13,14,thoro,00:43.730
431,13,14,thoro,00:41.855
431,13,14,thoro,00:41.170
431,13,14,thoro,00:40.092
431,13,5,roy,00:42.292
431,13,5,roy,00:42.660
431,13,5,roy,00:40.509
431,13,5,roy,00:39.879
431,13,5,roy,00:39.720
431,13,5,roy,00:42.590
431,13,5,roy,00:40.685
431,13,5,roy,00:41.556
431,13,5,roy,00:42.876
431,13,5,roy,00:39.808
431,13,5,roy,00:39.528
431,13,5,roy,00:39.914
431,13,5,roy,00:39.627
431,13,13,BJORNOSS,01:09.307
431,13,13,BJORNOSS,00:43.979
431,13,13,BJORNOSS,00:42.964
431,13,13,BJORNOSS,00:41.809
431,13,13,BJORNOSS,00:41.374
431,13,13,BJORNOSS,01:08.063
431,13,13,BJORNOSS,00:41.907
431,13,13,BJORNOSS,00:40.994
431,13,13,BJORNOSS,00:41.054
431,13,13,BJORNOSS,00:41.501
431,13,13,BJORNOSS,00:41.374
431,13,13,BJORNOSS,00:43.710
431,13,10,henkiepenkie,00:47.988
431,13,10,henkiepenkie,00:46.331
431,13,10,henkiepenkie,00:45.358
431,13,10,henkiepenkie,00:44.135
431,13,10,henkiepenkie,00:45.965
431,13,10,henkiepenkie,00:43.139
431,13,10,henkiepenkie,00:43.863
431,13,10,henkiepenkie,00:42.440
431,13,10,henkiepenkie,00:45.462
431,13,10,henkiepenkie,00:45.511
431,13,10,henkiepenkie,00:43.030
431,13,10,henkiepenkie,00:41.851
431,13,10,henkiepenkie,00:42.894
431,13,17,Kamikaze errie,00:42.691
431,13,17,Kamikaze errie,00:40.637
431,13,17,Kamikaze errie,00:41.285
431,13,17,Kamikaze errie,00:40.623
431,13,17,Kamikaze errie,00:39.505
431,13,17,Kamikaze errie,00:39.748
431,13,17,Kamikaze errie,00:39.377
431,13,17,Kamikaze errie,00:40.232
431,13,17,Kamikaze errie,00:39.571
431,13,17,Kamikaze errie,00:39.486
431,13,17,Kamikaze errie,00:40.329
431,13,17,Kamikaze errie,00:40.781
431,13,17,Kamikaze errie,00:39.423
431,13,17,Kamikaze errie,00:39.553
431,13,16,Bartinho,00:44.946
431,13,16,Bartinho,00:46.030
431,13,16,Bartinho,00:41.751
431,13,16,Bartinho,00:41.006
431,13,16,Bartinho,00:43.425
431,13,16,Bartinho,00:41.766
431,13,16,Bartinho,00:42.118
431,13,16,Bartinho,00:40.076
431,13,16,Bartinho,00:40.583
431,13,16,Bartinho,00:40.695
431,13,16,Bartinho,00:40.300
431,13,16,Bartinho,00:40.285
431,13,16,Bartinho,00:40.767
431,13,2,nico on tour,00:42.517
431,13,2,nico on tour,00:41.948
431,13,2,nico on tour,00:39.968
431,13,2,nico on tour,00:39.892
431,13,2,nico on tour,00:39.150
431,13,2,nico on tour,00:38.665
431,13,2,nico on tour,00:38.882
431,13,2,nico on tour,00:42.387
431,13,2,nico on tour,00:40.360
431,13,2,nico on tour,00:38.889
431,13,2,nico on tour,00:39.323
431,13,2,nico on tour,00:42.196
431,13,2,nico on tour,00:40.579
431,13,2,nico on tour,00:39.525
431,13,15,Daddy Dave,00:43.166
431,13,15,Daddy Dave,00:43.467
431,13,15,Daddy Dave,00:40.504
431,13,15,Daddy Dave,00:40.446
431,13,15,Daddy Dave,00:41.747
431,13,15,Daddy Dave,00:39.815
431,13,15,Daddy Dave,00:41.398
431,13,15,Daddy Dave,00:40.352
431,13,15,Daddy Dave,00:40.839
431,13,15,Daddy Dave,00:40.282
431,13,15,Daddy Dave,00:39.964
431,13,15,Daddy Dave,00:40.130
431,13,15,Daddy Dave,00:39.651
431,13,15,Daddy Dave,00:42.091
431,13,18,PAUL,00:49.107
431,13,18,PAUL,00:44.250
431,13,18,PAUL,00:46.549
431,13,18,PAUL,00:43.892
431,13,18,PAUL,00:43.071
431,13,18,PAUL,00:43.309
431,13,18,PAUL,00:47.958
431,13,18,PAUL,00:44.835
431,13,18,PAUL,00:49.142
431,13,18,PAUL,00:45.352
431,13,18,PAUL,00:44.503
431,13,18,PAUL,00:44.665
431,13,18,PAUL,00:52.029
431,13,20,maks,00:48.887
431,13,20,maks,00:50.115
431,13,20,maks,00:48.724
431,13,20,maks,00:45.047
431,13,20,maks,00:45.454
431,13,20,maks,00:44.980
431,13,20,maks,00:46.378
431,13,20,maks,00:47.527
431,13,20,maks,00:46.000
431,13,20,maks,01:49.276
431,13,20,maks,00:47.459
431,13,12,MARK,00:47.588
431,13,12,MARK,00:45.957
431,13,12,MARK,00:44.325
431,13,12,MARK,00:43.034
431,13,12,MARK,00:42.641
431,13,12,MARK,00:43.804
431,13,12,MARK,00:43.235
431,13,12,MARK,00:42.238
431,13,12,MARK,00:43.443
431,13,12,MARK,00:42.966
431,13,12,MARK,00:41.516
431,13,12,MARK,00:42.353
431,13,12,MARK,00:42.020
432,12,9,BLAUWOOGJE,00:46.082
432,12,9,BLAUWOOGJE,00:43.902
432,12,9,BLAUWOOGJE,00:43.493
432,12,9,BLAUWOOGJE,00:43.820
432,12,20,Franky,00:44.723
432,12,20,Franky,00:42.158
432,12,20,Franky,00:41.593
432,12,20,Franky,00:42.163
432,12,20,Franky,00:43.512
432,12,20,Franky,00:44.606
432,12,20,Franky,00:43.239
432,12,20,Franky,00:41.864
432,12,20,Franky,00:42.388
432,12,20,Franky,00:43.724
432,12,20,Franky,00:41.029
432,12,20,Franky,00:41.070
432,12,20,Franky,00:41.197
432,12,10,MAIKEL,00:44.984
432,12,10,MAIKEL,00:43.645
432,12,10,MAIKEL,00:42.145
432,12,10,MAIKEL,00:42.364
432,12,10,MAIKEL,00:44.271
432,12,10,MAIKEL,00:43.285
432,12,10,MAIKEL,00:43.604
432,12,10,MAIKEL,00:43.130
432,12,10,MAIKEL,00:42.800
432,12,10,MAIKEL,01:29.239
432,12,10,MAIKEL,00:41.849
432,12,10,MAIKEL,00:41.677
432,12,12,CHLOE,00:45.251
432,12,12,CHLOE,00:41.986
432,12,12,CHLOE,00:41.934
432,12,12,CHLOE,00:41.871
432,12,12,CHLOE,00:44.144
432,12,12,CHLOE,00:44.126
432,12,12,CHLOE,00:43.573
432,12,12,CHLOE,00:44.019
432,12,12,CHLOE,00:41.587
432,12,12,CHLOE,00:45.231
432,12,12,CHLOE,01:15.088
432,12,12,CHLOE,00:42.665
432,12,4,ABELODIABELO,01:22.269
432,12,4,ABELODIABELO,00:43.082
432,12,4,ABELODIABELO,00:42.819
432,12,4,ABELODIABELO,00:43.645
432,12,4,ABELODIABELO,00:45.912
432,12,4,ABELODIABELO,00:45.330
432,12,4,ABELODIABELO,00:42.295
432,12,4,ABELODIABELO,00:42.383
432,12,4,ABELODIABELO,00:43.071
432,12,4,ABELODIABELO,00:42.747
432,12,4,ABELODIABELO,00:46.195
432,12,4,ABELODIABELO,00:42.507
432,12,1,Dani,00:46.450
432,12,1,Dani,00:48.751
432,12,1,Dani,00:43.719
432,12,1,Dani,00:42.590
432,12,1,Dani,00:44.104
432,12,1,Dani,00:44.512
432,12,1,Dani,00:44.181
432,12,1,Dani,01:05.088
432,12,1,Dani,00:43.491
432,12,1,Dani,00:42.644
432,12,1,Dani,00:42.699
432,12,1,Dani,00:42.281
432,12,17,Roel,00:44.758
432,12,17,Roel,00:41.084
432,12,17,Roel,00:42.512
432,12,17,Roel,03:36.156
432,12,17,Roel,00:39.896
432,12,17,Roel,00:40.246
432,12,17,Roel,00:40.746
432,12,17,Roel,00:40.037
432,12,17,Roel,00:41.190
432,12,2,LexA,00:42.723
432,12,2,LexA,00:42.027
432,12,2,LexA,00:41.150
432,12,2,LexA,00:39.578
432,12,2,LexA,00:39.691
432,12,2,LexA,00:49.842
432,12,2,LexA,00:42.075
432,12,2,LexA,00:39.744
432,12,2,LexA,00:39.199
432,12,2,LexA,00:38.698
432,12,2,LexA,00:39.311
432,12,2,LexA,00:39.351
432,12,2,LexA,00:38.861
432,12,2,LexA,00:40.820
432,12,19,Wim,00:44.483
432,12,19,Wim,00:41.386
432,12,19,Wim,00:40.795
432,12,19,Wim,00:40.034
432,12,19,Wim,00:42.850
432,12,19,Wim,00:43.156
432,12,19,Wim,00:44.318
432,12,19,Wim,00:39.669
432,12,19,Wim,00:40.734
432,12,19,Wim,00:39.652
432,12,19,Wim,00:40.109
432,12,19,Wim,00:40.209
432,12,19,Wim,00:39.788
432,12,19,Wim,00:40.994
432,12,14,alfaracert,00:43.688
432,12,14,alfaracert,00:40.872
432,12,14,alfaracert,00:40.288
432,12,14,alfaracert,00:39.716
432,12,14,alfaracert,00:41.474
432,12,14,alfaracert,00:44.037
432,12,14,alfaracert,00:44.004
432,12,14,alfaracert,00:39.507
432,12,14,alfaracert,00:48.350
432,12,14,alfaracert,00:39.394
432,12,14,alfaracert,00:47.781
432,12,14,alfaracert,00:40.597
432,12,14,alfaracert,00:39.203
433,15,13,VICTOR,00:50.142
433,15,13,VICTOR,01:00.109
433,15,13,VICTOR,00:41.787
433,15,13,VICTOR,00:41.545
433,15,13,VICTOR,00:43.212
433,15,13,VICTOR,00:40.960
433,15,13,VICTOR,00:41.708
433,15,13,VICTOR,00:41.265
433,15,13,VICTOR,00:42.230
433,15,13,VICTOR,00:41.001
433,15,13,VICTOR,00:40.581
433,15,13,VICTOR,00:40.595
433,15,16,marco,00:49.173
433,15,16,marco,00:52.137
433,15,16,marco,00:48.533
433,15,16,marco,00:46.435
433,15,16,marco,00:48.937
433,15,16,marco,00:46.962
433,15,16,marco,00:50.045
433,15,16,marco,00:43.825
433,15,16,marco,00:46.650
433,15,16,marco,00:47.244
433,15,16,marco,00:43.684
433,15,20,thoro,00:51.530
433,15,20,thoro,00:51.487
433,15,20,thoro,00:40.549
433,15,20,thoro,00:40.442
433,15,20,thoro,00:42.952
433,15,20,thoro,00:40.008
433,15,20,thoro,00:40.288
433,15,20,thoro,00:39.732
433,15,20,thoro,00:39.966
433,15,20,thoro,00:40.328
433,15,20,thoro,00:39.932
433,15,20,thoro,00:42.732
433,15,5,Raab_74_Self,00:47.569
433,15,5,Raab_74_Self,00:54.038
433,15,5,Raab_74_Self,00:45.252
433,15,5,Raab_74_Self,00:39.288
433,15,5,Raab_74_Self,00:39.288
433,15,5,Raab_74_Self,00:55.149
433,15,5,Raab_74_Self,00:38.747
433,15,5,Raab_74_Self,00:39.063
433,15,5,Raab_74_Self,00:39.096
433,15,5,Raab_74_Self,00:38.504
433,15,5,Raab_74_Self,00:38.470
433,15,5,Raab_74_Self,00:38.359
433,15,5,Raab_74_Self,00:39.177
433,15,18,SanderV,00:53.915
433,15,18,SanderV,00:50.290
433,15,18,SanderV,00:41.937
433,15,18,SanderV,00:41.345
433,15,18,SanderV,00:42.031
433,15,18,SanderV,00:41.381
433,15,18,SanderV,00:40.331
433,15,18,SanderV,00:39.750
433,15,18,SanderV,00:41.145
433,15,18,SanderV,00:39.409
433,15,18,SanderV,00:40.014
433,15,18,SanderV,00:39.569
433,15,19,roy,00:52.388
433,15,19,roy,00:47.839
433,15,19,roy,00:40.460
433,15,19,roy,00:40.950
433,15,19,roy,00:42.185
433,15,19,roy,00:40.748
433,15,19,roy,00:39.481
433,15,19,roy,00:39.090
433,15,19,roy,00:39.654
433,15,19,roy,00:39.768
433,15,19,roy,00:39.889
433,15,19,roy,00:39.647
433,15,9,BJORNOSS,00:45.621
433,15,9,BJORNOSS,00:52.623
433,15,9,BJORNOSS,00:43.558
433,15,9,BJORNOSS,00:40.637
433,15,9,BJORNOSS,01:21.246
433,15,9,BJORNOSS,00:39.383
433,15,9,BJORNOSS,00:40.433
433,15,9,BJORNOSS,00:40.169
433,15,9,BJORNOSS,00:40.067
433,15,9,BJORNOSS,00:40.032
433,15,9,BJORNOSS,00:44.913
433,15,9,BJORNOSS,00:39.398
433,15,1,henkiepenkie,00:47.498
433,15,1,henkiepenkie,00:54.550
433,15,1,henkiepenkie,00:43.125
433,15,1,henkiepenkie,00:44.337
433,15,1,henkiepenkie,00:43.333
433,15,1,henkiepenkie,00:41.976
433,15,1,henkiepenkie,00:42.454
433,15,1,henkiepenkie,00:42.324
433,15,1,henkiepenkie,00:42.026
433,15,1,henkiepenkie,00:41.189
433,15,1,henkiepenkie,00:41.337
433,15,1,henkiepenkie,00:41.743
433,15,10,Kamikaze errie,00:45.383
433,15,10,Kamikaze errie,00:53.886
433,15,10,Kamikaze errie,00:40.652
433,15,10,Kamikaze errie,00:40.669
433,15,10,Kamikaze errie,00:42.385
433,15,10,Kamikaze errie,00:45.097
433,15,10,Kamikaze errie,00:39.360
433,15,10,Kamikaze errie,00:40.839
433,15,10,Kamikaze errie,00:39.793
433,15,10,Kamikaze errie,00:39.434
433,15,10,Kamikaze errie,00:39.486
433,15,10,Kamikaze errie,00:39.532
433,15,10,Kamikaze errie,00:39.553
433,15,2,nico on tour,00:45.369
433,15,2,nico on tour,00:51.083
433,15,2,nico on tour,01:09.928
433,15,2,nico on tour,00:41.446
433,15,2,nico on tour,00:41.549
433,15,2,nico on tour,00:39.577
433,15,2,nico on tour,00:38.834
433,15,2,nico on tour,00:39.847
433,15,2,nico on tour,00:40.352
433,15,2,nico on tour,00:38.866
433,15,2,nico on tour,00:38.555
433,15,2,nico on tour,00:39.107
433,15,14,Daddy Dave,00:45.769
433,15,14,Daddy Dave,00:51.875
433,15,14,Daddy Dave,00:45.705
433,15,14,Daddy Dave,00:40.128
433,15,14,Daddy Dave,00:40.221
433,15,14,Daddy Dave,00:41.382
433,15,14,Daddy Dave,00:40.621
433,15,14,Daddy Dave,00:41.164
433,15,14,Daddy Dave,00:41.138
433,15,14,Daddy Dave,00:39.646
433,15,14,Daddy Dave,00:40.075
433,15,14,Daddy Dave,00:43.102
433,15,14,Daddy Dave,00:40.037
433,15,4,Bartinho,00:48.820
433,15,4,Bartinho,00:56.003
433,15,4,Bartinho,00:45.228
433,15,4,Bartinho,00:43.698
433,15,4,Bartinho,00:42.698
433,15,4,Bartinho,00:42.958
433,15,4,Bartinho,00:42.660
433,15,4,Bartinho,00:42.226
433,15,4,Bartinho,00:40.945
433,15,4,Bartinho,00:41.274
433,15,4,Bartinho,00:41.100
433,15,4,Bartinho,00:41.346
433,15,12,PAUL,00:46.768
433,15,12,PAUL,00:52.348
433,15,12,PAUL,00:44.599
433,15,12,PAUL,01:24.092
433,15,12,PAUL,00:42.188
433,15,12,PAUL,00:40.983
433,15,12,PAUL,00:43.007
433,15,12,PAUL,00:41.794
433,15,12,PAUL,00:41.590
433,15,12,PAUL,00:41.454
433,15,12,PAUL,00:41.323
433,15,12,PAUL,00:45.381
433,15,8,maks,04:15.505
433,15,8,maks,00:47.020
433,15,8,maks,00:49.116
433,15,8,maks,00:46.584
433,15,8,maks,00:44.525
433,15,8,maks,00:44.418
433,15,8,maks,00:43.484
433,15,15,MARK,00:46.063
433,15,15,MARK,00:51.724
433,15,15,MARK,00:47.228
433,15,15,MARK,00:40.979
433,15,15,MARK,00:42.067
433,15,15,MARK,00:42.313
433,15,15,MARK,00:41.729
433,15,15,MARK,00:41.079
433,15,15,MARK,00:40.747
433,15,15,MARK,00:40.099
433,15,15,MARK,00:40.147
433,15,15,MARK,00:40.159
433,15,15,MARK,00:40.695
434,1,5,mahone,00:39.785
434,1,5,mahone,00:39.025
434,1,5,mahone,00:38.873
434,1,5,mahone,00:38.763
434,1,5,mahone,00:38.750
434,1,5,mahone,00:38.505
434,1,5,mahone,00:38.590
434,1,5,mahone,00:38.525
434,1,5,mahone,00:38.692
434,1,5,mahone,00:38.678
434,1,5,mahone,00:38.741
434,1,5,mahone,00:39.067
434,1,5,mahone,00:38.625
434,1,5,mahone,00:38.636
434,1,5,mahone,00:38.616
435,14,21,VICTOR,00:43.969
435,14,21,VICTOR,00:42.492
435,14,21,VICTOR,00:41.317
435,14,21,VICTOR,00:40.497
435,14,21,VICTOR,00:43.780
435,14,21,VICTOR,00:40.071
435,14,21,VICTOR,00:41.075
435,14,21,VICTOR,00:39.866
435,14,21,VICTOR,00:39.300
435,14,21,VICTOR,00:39.714
435,14,21,VICTOR,00:39.507
435,14,21,VICTOR,00:40.225
435,14,21,VICTOR,00:39.713
435,14,21,VICTOR,00:40.555
435,14,18,marco,00:48.475
435,14,18,marco,00:48.798
435,14,18,marco,00:49.551
435,14,18,marco,00:48.170
435,14,18,marco,00:46.263
435,14,18,marco,00:47.950
435,14,18,marco,00:46.627
435,14,18,marco,00:53.995
435,14,18,marco,00:46.202
435,14,18,marco,00:46.785
435,14,18,marco,00:44.435
435,14,18,marco,00:45.897
435,14,9,thoro,00:44.513
435,14,9,thoro,00:41.455
435,14,9,thoro,00:40.868
435,14,9,thoro,00:41.330
435,14,9,thoro,00:44.504
435,14,9,thoro,00:40.517
435,14,9,thoro,00:40.821
435,14,9,thoro,00:39.746
435,14,9,thoro,00:39.596
435,14,9,thoro,00:39.567
435,14,9,thoro,00:39.494
435,14,9,thoro,00:41.760
435,14,9,thoro,00:39.900
435,14,9,thoro,00:40.231
435,14,1,roy,00:44.199
435,14,1,roy,00:40.987
435,14,1,roy,00:40.599
435,14,1,roy,00:42.435
435,14,1,roy,00:43.837
435,14,1,roy,00:40.381
435,14,1,roy,00:42.112
435,14,1,roy,00:40.516
435,14,1,roy,00:40.907
435,14,1,roy,00:40.316
435,14,1,roy,00:40.379
435,14,1,roy,00:39.635
435,14,1,roy,00:39.731
435,14,1,roy,00:39.453
435,14,8,BJORNOSS,00:43.592
435,14,8,BJORNOSS,00:41.044
435,14,8,BJORNOSS,00:40.004
435,14,8,BJORNOSS,00:41.973
435,14,8,BJORNOSS,00:42.978
435,14,8,BJORNOSS,00:39.554
435,14,8,BJORNOSS,00:40.793
435,14,8,BJORNOSS,00:39.198
435,14,8,BJORNOSS,00:39.928
435,14,8,BJORNOSS,00:39.362
435,14,8,BJORNOSS,00:39.087
435,14,8,BJORNOSS,00:41.599
435,14,8,BJORNOSS,00:39.975
435,14,8,BJORNOSS,00:39.969
435,14,20,henkiepenkie,00:44.561
435,14,20,henkiepenkie,00:42.931
435,14,20,henkiepenkie,00:41.906
435,14,20,henkiepenkie,00:42.968
435,14,20,henkiepenkie,00:42.683
435,14,20,henkiepenkie,00:44.945
435,14,20,henkiepenkie,00:41.353
435,14,20,henkiepenkie,00:41.612
435,14,20,henkiepenkie,00:42.318
435,14,20,henkiepenkie,00:41.948
435,14,20,henkiepenkie,00:41.072
435,14,20,henkiepenkie,00:41.534
435,14,20,henkiepenkie,00:41.885
435,14,13,Kamikaze errie,00:47.766
435,14,13,Kamikaze errie,00:43.541
435,14,13,Kamikaze errie,00:43.411
435,14,13,Kamikaze errie,00:40.876
435,14,13,Kamikaze errie,00:44.755
435,14,13,Kamikaze errie,00:40.250
435,14,13,Kamikaze errie,00:41.534
435,14,13,Kamikaze errie,00:42.480
435,14,13,Kamikaze errie,00:40.140
435,14,13,Kamikaze errie,00:40.463
435,14,13,Kamikaze errie,00:40.823
435,14,13,Kamikaze errie,00:40.274
435,14,13,Kamikaze errie,01:09.712
435,14,2,nico on tour,00:44.655
435,14,2,nico on tour,00:50.702
435,14,2,nico on tour,00:50.475
435,14,2,nico on tour,00:41.021
435,14,2,nico on tour,00:41.273
435,14,2,nico on tour,00:39.202
435,14,2,nico on tour,00:39.784
435,14,2,nico on tour,00:39.160
435,14,2,nico on tour,00:38.755
435,14,2,nico on tour,00:38.610
435,14,2,nico on tour,00:39.166
435,14,2,nico on tour,00:38.422
435,14,2,nico on tour,00:38.682
435,14,2,nico on tour,00:39.935
435,14,16,Daddy Dave,00:46.640
435,14,16,Daddy Dave,00:43.654
435,14,16,Daddy Dave,01:50.545
435,14,16,Daddy Dave,00:40.911
435,14,16,Daddy Dave,00:40.900
435,14,16,Daddy Dave,00:40.442
435,14,16,Daddy Dave,00:39.789
435,14,16,Daddy Dave,00:40.267
435,14,16,Daddy Dave,00:40.345
435,14,16,Daddy Dave,00:39.762
435,14,16,Daddy Dave,00:39.300
435,14,16,Daddy Dave,00:39.615
435,14,15,Bartinho,00:45.630
435,14,15,Bartinho,00:41.721
435,14,15,Bartinho,00:40.888
435,14,15,Bartinho,00:40.535
435,14,15,Bartinho,00:43.501
435,14,15,Bartinho,00:40.600
435,14,15,Bartinho,00:40.696
435,14,15,Bartinho,00:41.395
435,14,15,Bartinho,00:39.312
435,14,15,Bartinho,00:39.293
435,14,15,Bartinho,00:39.476
435,14,15,Bartinho,00:39.289
435,14,15,Bartinho,00:39.400
435,14,15,Bartinho,00:40.575
435,14,19,alfaracert,00:46.871
435,14,19,alfaracert,00:41.338
435,14,19,alfaracert,00:41.015
435,14,19,alfaracert,00:43.925
435,14,19,alfaracert,00:44.444
435,14,19,alfaracert,01:26.349
435,14,19,alfaracert,00:39.846
435,14,19,alfaracert,00:42.899
435,14,19,alfaracert,00:40.640
435,14,19,alfaracert,00:40.166
435,14,19,alfaracert,00:39.772
435,14,19,alfaracert,00:39.772
436,4,8,alfaracert,00:42.491
436,4,8,alfaracert,00:41.497
436,4,8,alfaracert,00:39.244
436,4,8,alfaracert,00:39.859
436,4,8,alfaracert,00:39.674
436,4,8,alfaracert,00:39.329
436,4,8,alfaracert,00:40.653
436,4,8,alfaracert,00:38.486
436,4,8,alfaracert,00:38.976
436,4,8,alfaracert,00:38.403
436,4,8,alfaracert,00:38.970
436,4,8,alfaracert,00:38.725
436,4,8,alfaracert,00:38.988
436,4,8,alfaracert,00:38.798
436,4,8,alfaracert,00:39.364
436,4,2,mahone,00:40.886
436,4,2,mahone,00:39.306
436,4,2,mahone,00:44.028
436,4,2,mahone,00:38.918
436,4,2,mahone,00:38.604
436,4,2,mahone,00:38.416
436,4,2,mahone,00:38.737
436,4,2,mahone,00:38.465
436,4,2,mahone,00:39.039
436,4,2,mahone,00:38.574
436,4,2,mahone,00:38.610
436,4,2,mahone,00:38.748
436,4,2,mahone,00:38.550
436,4,2,mahone,01:04.313
436,4,5,Raab_74_Self,00:42.066
436,4,5,Raab_74_Self,00:39.230
436,4,5,Raab_74_Self,00:38.879
436,4,5,Raab_74_Self,00:39.130
436,4,5,Raab_74_Self,00:38.605
436,4,5,Raab_74_Self,00:38.592
436,4,5,Raab_74_Self,00:38.575
436,4,5,Raab_74_Self,00:38.014
436,4,5,Raab_74_Self,00:38.333
436,4,5,Raab_74_Self,00:38.321
436,4,5,Raab_74_Self,00:38.467
436,4,5,Raab_74_Self,00:38.280
436,4,5,Raab_74_Self,00:38.359
436,4,5,Raab_74_Self,00:38.540
436,4,5,Raab_74_Self,00:38.242
436,4,20,SanderV,00:41.752
436,4,20,SanderV,00:39.811
436,4,20,SanderV,00:39.521
436,4,20,SanderV,00:40.930
436,4,20,SanderV,00:39.394
436,4,20,SanderV,00:39.393
436,4,20,SanderV,00:39.126
436,4,20,SanderV,00:39.397
436,4,20,SanderV,00:39.354
436,4,20,SanderV,00:39.400
436,4,20,SanderV,00:39.863
436,4,20,SanderV,00:39.194
436,4,20,SanderV,00:39.635
436,4,20,SanderV,00:43.673
436,4,20,SanderV,00:39.045
437,2,5,Rowin,00:38.476
437,2,5,Rowin,00:38.213
437,2,5,Rowin,00:38.341
437,2,5,Rowin,00:38.178
437,2,5,Rowin,00:38.169
437,2,5,Rowin,00:38.093
437,2,5,Rowin,00:38.089
437,2,5,Rowin,00:54.219
437,2,5,Rowin,00:38.298
437,2,5,Rowin,00:38.139
437,2,5,Rowin,00:37.839
437,2,5,Rowin,00:37.839
437,2,5,Rowin,00:37.873
437,2,5,Rowin,00:37.892
437,2,5,Rowin,00:37.780
437,2,20,luuk,00:39.917
437,2,20,luuk,00:39.786
437,2,20,luuk,00:39.594
437,2,20,luuk,00:39.816
437,2,20,luuk,00:39.364
437,2,20,luuk,00:39.678
437,2,20,luuk,00:39.872
437,2,20,luuk,00:39.454
437,2,20,luuk,00:39.575
437,2,20,luuk,00:39.648
