HeatNumber,NumberOfKarts,KartNumber,DriverName,Laptime
425,12,19,jurjen,00:44.118
425,12,19,jurjen,00:45.108
425,12,19,jurjen,00:42.799
425,12,19,jurjen,00:41.671
425,12,19,jurjen,00:42.485
425,12,19,jurjen,00:40.934
425,12,19,jurjen,00:42.086
425,12,17,braminator,00:44.484
425,12,17,braminator,00:46.498
425,12,17,braminator,00:43.733
425,12,17,braminator,00:51.179
425,12,17,braminator,00:41.958
425,12,17,braminator,00:44.498
425,12,17,braminator,00:42.570
425,12,17,braminator,00:44.743
425,12,17,braminator,00:42.779
425,12,17,braminator,00:42.607
425,12,17,braminator,00:43.711
425,12,17,braminator,00:41.655
425,12,17,braminator,00:42.455
425,12,20,willem,00:44.074
425,12,20,willem,00:43.215
425,12,20,willem,00:41.764
425,12,20,willem,00:48.155
425,12,20,willem,00:42.103
425,12,20,willem,00:41.453
425,12,20,willem,00:44.319
425,12,20,willem,00:40.996
425,12,20,willem,00:42.931
425,12,20,willem,00:44.059
425,12,20,willem,00:41.722
425,12,20,willem,00:41.555
425,12,20,willem,00:40.615
425,12,16,martijn,00:44.057
425,12,16,martijn,00:49.688
425,12,16,martijn,00:42.933
425,12,16,martijn,00:43.955
425,12,16,martijn,00:41.520
425,12,16,martijn,00:42.132
425,12,16,martijn,00:41.418
425,12,16,martijn,00:41.008
425,12,16,martijn,00:42.014
425,12,16,martijn,00:40.654
425,12,16,martijn,00:42.989
425,12,16,martijn,00:41.987
425,12,16,martijn,00:42.033
425,12,4,ALAN,00:53.778
425,12,4,ALAN,00:48.345
425,12,4,ALAN,00:47.598
425,12,4,ALAN,00:48.243
425,12,4,ALAN,00:46.550
425,12,4,ALAN,00:44.491
425,12,4,ALAN,00:44.851
425,12,4,ALAN,00:44.015
425,12,4,ALAN,00:43.284
425,12,4,ALAN,00:43.356
425,12,4,ALAN,00:52.902
425,12,4,ALAN,00:43.158
425,12,9,PEDE,00:52.963
425,12,9,PEDE,00:47.450
425,12,9,PEDE,01:22.603
425,12,9,PEDE,00:49.507
425,12,9,PEDE,00:45.943
425,12,9,PEDE,00:41.724
425,12,9,PEDE,00:52.066
425,12,9,PEDE,00:42.949
425,12,9,PEDE,00:43.329
425,12,9,PEDE,00:42.969
425,12,9,PEDE,00:42.932
425,12,14,Caro,01:27.021
425,12,14,Caro,01:06.864
425,12,14,Caro,01:04.610
425,12,14,Caro,01:00.337
425,12,14,Caro,00:54.417
425,12,14,Caro,00:56.690
425,12,14,Caro,00:53.570
425,12,14,Caro,00:54.472
425,12,14,Caro,00:51.164
425,12,1,BAGTROP,00:56.690
425,12,1,BAGTROP,00:53.445
425,12,1,BAGTROP,00:54.324
425,12,1,BAGTROP,00:49.644
425,12,1,BAGTROP,00:48.975
425,12,1,BAGTROP,00:44.750
425,12,1,BAGTROP,00:44.089
425,12,1,BAGTROP,00:49.094
425,12,1,BAGTROP,00:44.327
425,12,1,BAGTROP,00:45.653
425,12,1,BAGTROP,00:44.614
426,10,13,Mees,00:56.134
426,10,13,Mees,00:54.255
426,10,13,Mees,00:55.620
426,10,13,Mees,00:54.014
426,10,13,Mees,00:53.559
426,10,13,Mees,00:53.996
426,10,13,Mees,00:57.092
426,10,13,Mees,00:54.249
426,10,13,Mees,00:54.135
426,10,13,Mees,00:54.255
426,10,10,Katja,00:50.687
426,10,10,Katja,00:53.039
426,10,10,Katja,00:54.499
426,10,10,Katja,00:53.333
426,10,10,Katja,00:56.205
426,10,10,Katja,00:53.479
426,10,10,Katja,00:52.533
426,10,10,Katja,00:52.885
426,10,10,Katja,00:53.088
426,10,10,Katja,00:53.506
426,10,10,Katja,00:52.806
426,10,11,Lotte,00:50.240
426,10,11,Lotte,04:22.352
426,10,11,Lotte,01:45.717
426,10,19,Jasper,00:50.044
426,10,19,Jasper,00:52.460
426,10,19,Jasper,00:52.002
426,10,19,Jasper,00:52.839
426,10,19,Jasper,00:53.624
426,10,19,Jasper,00:51.856
426,10,19,Jasper,00:51.629
426,10,19,Jasper,00:51.474
426,10,19,Jasper,00:51.819
426,10,19,Jasper,00:52.122
426,10,19,Jasper,00:52.361
426,10,17,Theon,00:52.964
426,10,17,Theon,00:54.419
426,10,17,Theon,00:53.891
426,10,17,Theon,00:52.720
426,10,17,Theon,00:52.441
426,10,17,Theon,00:52.100
426,10,17,Theon,00:55.118
426,10,17,Theon,00:51.636
426,10,17,Theon,00:51.482
426,10,17,Theon,00:51.750
426,10,17,Theon,00:51.701
426,10,14,Bram,00:52.962
426,10,14,Bram,00:52.224
426,10,14,Bram,00:53.298
426,10,14,Bram,00:52.614
426,10,14,Bram,00:52.264
426,10,14,Bram,00:52.008
426,10,14,Bram,00:54.302
426,10,14,Bram,00:51.126
426,10,14,Bram,00:51.740
426,10,14,Bram,00:51.126
426,10,14,Bram,00:52.469
426,10,4,Gijs,00:53.998
426,10,4,Gijs,00:55.006
426,10,4,Gijs,00:54.283
426,10,4,Gijs,00:53.912
426,10,4,Gijs,00:53.604
426,10,4,Gijs,00:54.688
426,10,4,Gijs,00:54.135
426,10,4,Gijs,00:53.917
426,10,4,Gijs,00:54.074
426,10,4,Gijs,00:53.409
426,10,9,Marvin,00:57.242
426,10,9,Marvin,00:57.190
426,10,9,Marvin,00:55.324
426,10,9,Marvin,00:55.161
426,10,9,Marvin,00:55.717
426,10,9,Marvin,00:54.494
426,10,9,Marvin,00:54.629
426,10,9,Marvin,00:53.483
426,10,9,Marvin,00:53.755
426,10,9,Marvin,00:55.316
426,10,15,Britt,00:53.721
426,10,15,Britt,00:53.742
426,10,15,Britt,00:54.364
426,10,15,Britt,01:00.069
426,10,15,Britt,00:56.776
426,10,15,Britt,00:56.310
426,10,15,Britt,00:55.130
426,10,15,Britt,00:55.470
426,10,15,Britt,00:54.521
426,10,15,Britt,00:54.511
426,10,5,Luc,00:52.997
426,10,5,Luc,00:52.986
426,10,5,Luc,00:52.367
426,10,5,Luc,00:51.145
426,10,5,Luc,00:50.911
426,10,5,Luc,00:51.105
426,10,5,Luc,00:51.811
426,10,5,Luc,00:50.940
426,10,5,Luc,00:51.888
426,10,5,Luc,00:51.466
426,10,5,Luc,00:51.128
427,5,66,Indy,00:28.702
427,5,66,Indy,00:28.915
427,5,66,Indy,00:28.111
427,5,66,Indy,00:28.310
427,5,66,Indy,00:28.048
427,5,66,Indy,00:29.097
427,5,66,Indy,00:28.882
427,5,66,Indy,01:01.013
427,5,66,Indy,00:29.296
427,5,66,Indy,00:31.688
427,5,66,Indy,00:29.296
427,5,66,Indy,00:29.199
427,5,66,Indy,00:29.573
427,5,66,Indy,00:28.944
427,5,65,Jesse,00:30.058
427,5,65,Jesse,00:29.684
427,5,65,Jesse,00:30.394
427,5,65,Jesse,00:29.575
427,5,65,Jesse,00:29.331
427,5,65,Jesse,00:29.198
427,5,65,Jesse,00:29.085
427,5,65,Jesse,01:02.288
427,5,65,Jesse,00:28.813
427,5,65,Jesse,00:35.656
427,5,65,Jesse,00:29.298
427,5,65,Jesse,00:29.087
427,5,65,Jesse,00:29.113
427,5,65,Jesse,00:29.000
427,5,64,Joep,00:30.769
427,5,64,Joep,00:30.492
427,5,64,Joep,00:30.192
427,5,64,Joep,00:30.304
427,5,64,Joep,00:29.524
427,5,64,Joep,00:29.437
427,5,64,Joep,00:31.360
427,5,64,Joep,00:29.273
427,5,64,Joep,00:29.463
427,5,64,Joep,00:29.642
427,5,64,Joep,00:29.542
427,5,64,Joep,00:29.730
427,5,64,Joep,00:29.829
427,5,64,Joep,00:29.617
427,5,64,Joep,00:29.833
427,5,63,Suus,00:29.653
427,5,63,Suus,00:29.280
427,5,63,Suus,00:29.981
427,5,63,Suus,00:29.908
427,5,63,Suus,00:29.013
427,5,63,Suus,00:28.834
427,5,63,Suus,00:28.405
427,5,63,Suus,00:29.023
427,5,63,Suus,00:29.656
427,5,63,Suus,00:28.962
427,5,63,Suus,00:29.751
427,5,63,Suus,00:29.136
427,5,63,Suus,00:29.760
427,5,63,Suus,00:29.617
427,5,63,Suus,00:29.629
427,5,63,Suus,00:30.048
427,5,62,Rob,00:30.539
427,5,62,Rob,00:29.045
427,5,62,Rob,00:29.086
427,5,62,Rob,00:29.619
427,5,62,Rob,00:29.851
427,5,62,Rob,00:29.252
427,5,62,Rob,00:29.423
427,5,62,Rob,00:29.149
427,5,62,Rob,00:28.938
427,5,62,Rob,00:28.812
427,5,62,Rob,00:29.145
427,5,62,Rob,00:28.840
427,5,62,Rob,00:29.285
427,5,62,Rob,00:29.743
427,5,62,Rob,00:29.841
428,15,2,LIJPPE073,02:06.498
428,15,2,LIJPPE073,00:44.769
428,15,2,LIJPPE073,00:44.085
428,15,2,LIJPPE073,00:43.804
428,15,2,LIJPPE073,00:47.244
428,15,2,LIJPPE073,00:45.364
428,15,2,LIJPPE073,00:43.090
428,15,2,LIJPPE073,00:46.615
428,15,2,LIJPPE073,00:43.953
428,15,2,LIJPPE073,00:41.686
428,15,2,LIJPPE073,00:41.321
428,15,12,pitpitpit,00:49.305
428,15,12,pitpitpit,00:46.834
428,15,12,pitpitpit,00:53.788
428,15,12,pitpitpit,00:44.439
428,15,12,pitpitpit,00:43.339
428,15,12,pitpitpit,00:48.060
428,15,12,pitpitpit,00:49.386
428,15,12,pitpitpit,00:42.366
428,15,12,pitpitpit,00:47.629
428,15,12,pitpitpit,00:50.110
428,15,12,pitpitpit,00:41.889
428,15,12,pitpitpit,00:42.587
428,15,20,BOEF,00:45.449
428,15,20,BOEF,00:45.382
428,15,20,BOEF,00:45.851
428,15,20,BOEF,00:41.837
428,15,20,BOEF,00:41.843
428,15,20,BOEF,00:42.423
428,15,20,BOEF,00:42.840
428,15,20,BOEF,00:43.615
428,15,20,BOEF,00:41.531
428,15,20,BOEF,00:50.009
428,15,20,BOEF,00:42.126
428,15,20,BOEF,00:41.583
428,15,20,BOEF,00:41.901
428,15,1,SHUTUPJAMAL,00:44.520
428,15,1,SHUTUPJAMAL,00:44.782
428,15,1,SHUTUPJAMAL,00:42.808
428,15,1,SHUTUPJAMAL,00:41.315
428,15,1,SHUTUPJAMAL,00:41.307
428,15,1,SHUTUPJAMAL,00:40.990
428,15,1,SHUTUPJAMAL,00:43.311
428,15,1,SHUTUPJAMAL,00:41.017
428,15,1,SHUTUPJAMAL,01:30.451
428,15,1,SHUTUPJAMAL,00:42.585
428,15,1,SHUTUPJAMAL,00:41.195
428,15,1,SHUTUPJAMAL,00:42.025
428,15,18,TINUS TUSSENGAS,00:44.700
428,15,18,TINUS TUSSENGAS,00:45.946
428,15,18,TINUS TUSSENGAS,00:46.844
428,15,18,TINUS TUSSENGAS,00:41.066
428,15,18,TINUS TUSSENGAS,00:40.741
428,15,18,TINUS TUSSENGAS,00:40.972
428,15,18,TINUS TUSSENGAS,00:40.371
428,15,18,TINUS TUSSENGAS,00:40.672
428,15,18,TINUS TUSSENGAS,00:40.754
428,15,18,TINUS TUSSENGAS,00:50.157
428,15,18,TINUS TUSSENGAS,00:41.080
428,15,18,TINUS TUSSENGAS,00:41.097
428,15,18,TINUS TUSSENGAS,00:41.827
428,15,16,BRORD,00:50.352
428,15,16,BRORD,00:46.601
428,15,16,BRORD,00:46.896
428,15,16,BRORD,00:43.900
428,15,16,BRORD,00:42.414
428,15,16,BRORD,00:42.852
428,15,16,BRORD,00:47.469
428,15,16,BRORD,00:43.094
428,15,16,BRORD,00:43.795
428,15,16,BRORD,00:55.055
428,15,16,BRORD,00:43.834
428,15,16,BRORD,00:43.216
428,15,4,BRENNY,01:25.575
428,15,4,BRENNY,00:53.864
428,15,4,BRENNY,00:49.593
428,15,4,BRENNY,00:46.453
428,15,4,BRENNY,00:46.839
428,15,4,BRENNY,00:56.411
428,15,4,BRENNY,00:45.543
428,15,4,BRENNY,00:54.202
428,15,4,BRENNY,00:44.954
428,15,4,BRENNY,00:45.135
428,15,4,BRENNY,00:44.736
428,15,17,bas,00:47.097
428,15,17,bas,00:44.940
428,15,17,bas,00:44.697
428,15,17,bas,00:43.489
428,15,17,bas,00:43.477
428,15,17,bas,00:41.313
428,15,17,bas,00:39.510
428,15,17,bas,00:39.749
428,15,17,bas,00:39.657
428,15,17,bas,00:51.042
428,15,17,bas,00:39.603
428,15,17,bas,00:39.593
428,15,17,bas,00:40.120
428,15,14,richard batsbak,01:02.216
428,15,14,richard batsbak,00:46.208
428,15,14,richard batsbak,00:47.069
428,15,14,richard batsbak,00:41.739
428,15,14,richard batsbak,00:42.379
428,15,14,richard batsbak,00:40.158
428,15,14,richard batsbak,00:40.287
428,15,14,richard batsbak,00:41.232
428,15,14,richard batsbak,01:33.844
428,15,14,richard batsbak,00:40.592
428,15,14,richard batsbak,00:40.996
428,15,14,richard batsbak,00:40.583
428,15,15,tim,01:01.910
428,15,15,tim,00:50.735
428,15,15,tim,00:42.161
428,15,15,tim,00:41.232
428,15,15,tim,00:41.237
428,15,15,tim,00:41.992
428,15,15,tim,00:42.255
428,15,15,tim,00:40.797
428,15,15,tim,00:54.910
428,15,15,tim,00:44.753
428,15,15,tim,00:40.812
428,15,15,tim,00:42.259
428,15,5,Roel,00:55.341
428,15,5,Roel,00:46.289
428,15,5,Roel,00:42.607
428,15,5,Roel,00:40.551
428,15,5,Roel,00:41.087
428,15,5,Roel,00:39.800
428,15,5,Roel,00:41.094
428,15,5,Roel,00:39.411
428,15,5,Roel,00:41.055
428,15,5,Roel,00:49.807
428,15,5,Roel,00:40.288
428,15,5,Roel,00:40.240
428,15,5,Roel,00:39.867
428,15,9,LexA,00:46.731
428,15,9,LexA,00:45.609
428,15,9,LexA,00:42.166
428,15,9,LexA,00:40.941
428,15,9,LexA,00:41.174
428,15,9,LexA,00:39.646
428,15,9,LexA,00:40.309
428,15,9,LexA,00:40.117
428,15,9,LexA,00:40.461
428,15,9,LexA,00:51.583
428,15,9,LexA,00:41.044
428,15,9,LexA,00:39.950
428,15,9,LexA,00:39.453
428,15,11,Wim,00:46.762
428,15,11,Wim,00:51.818
428,15,11,Wim,00:44.369
428,15,11,Wim,00:43.402
428,15,11,Wim,00:41.984
428,15,11,Wim,00:43.408
428,15,11,Wim,00:42.513
428,15,11,Wim,00:42.440
428,15,11,Wim,00:47.674
428,15,11,Wim,00:48.121
428,15,11,Wim,00:42.400
428,15,11,Wim,00:42.964
428,15,10,Raab_74_Self,00:47.525
428,15,10,Raab_74_Self,00:43.568
428,15,10,Raab_74_Self,00:41.657
428,15,10,Raab_74_Self,00:40.243
428,15,10,Raab_74_Self,00:40.142
428,15,10,Raab_74_Self,00:40.181
428,15,10,Raab_74_Self,00:39.909
428,15,10,Raab_74_Self,00:40.106
428,15,10,Raab_74_Self,00:41.984
428,15,10,Raab_74_Self,00:50.274
428,15,10,Raab_74_Self,00:41.777
428,15,10,Raab_74_Self,00:40.154
428,15,10,Raab_74_Self,00:39.873
428,15,19,SanderV,00:53.347
428,15,19,SanderV,00:42.299
428,15,19,SanderV,00:42.011
428,15,19,SanderV,00:41.565
428,15,19,SanderV,00:42.547
428,15,19,SanderV,00:42.225
428,15,19,SanderV,00:41.546
428,15,19,SanderV,00:39.555
428,15,19,SanderV,01:23.491
428,15,19,SanderV,00:39.582
428,15,19,SanderV,00:39.948
428,15,19,SanderV,00:39.002
429,15,13,BLAUWOOGJE,00:44.856
429,15,13,BLAUWOOGJE,00:44.479
429,15,13,BLAUWOOGJE,00:47.081
429,15,13,BLAUWOOGJE,00:54.550
429,15,13,BLAUWOOGJE,00:48.726
429,15,13,BLAUWOOGJE,00:45.569
429,15,13,BLAUWOOGJE,00:46.678
429,15,13,BLAUWOOGJE,00:45.510
429,15,13,BLAUWOOGJE,00:44.710
429,15,13,BLAUWOOGJE,00:45.617
429,15,13,BLAUWOOGJE,00:44.911
429,15,13,BLAUWOOGJE,00:44.125
429,15,16,Franky,00:43.453
429,15,16,Franky,00:43.237
429,15,16,Franky,00:47.263
429,15,16,Franky,00:49.794
429,15,16,Franky,00:41.662
429,15,16,Franky,00:41.024
429,15,16,Franky,00:41.148
429,15,16,Franky,00:41.883
429,15,16,Franky,00:42.293
429,15,16,Franky,00:41.826
429,15,16,Franky,00:40.979
429,15,16,Franky,00:41.049
429,15,16,Franky,00:40.503
429,15,17,MAIKEL,00:43.245
429,15,17,MAIKEL,00:45.124
429,15,17,MAIKEL,00:46.617
429,15,17,MAIKEL,00:50.994
429,15,17,MAIKEL,00:46.630
429,15,17,MAIKEL,00:42.395
429,15,17,MAIKEL,00:41.830
429,15,17,MAIKEL,00:41.534
429,15,17,MAIKEL,00:41.650
429,15,17,MAIKEL,00:41.706
429,15,17,MAIKEL,00:41.563
429,15,17,MAIKEL,00:42.837
429,15,17,MAIKEL,00:42.014
429,15,5,CHLOE,00:42.753
429,15,5,CHLOE,00:43.534
429,15,5,CHLOE,00:46.984
429,15,5,CHLOE,00:50.593
429,15,5,CHLOE,00:46.617
429,15,5,CHLOE,00:42.711
429,15,5,CHLOE,00:41.971
429,15,5,CHLOE,00:41.567
429,15,5,CHLOE,00:42.432
429,15,5,CHLOE,00:42.351
429,15,5,CHLOE,00:42.478
429,15,5,CHLOE,00:41.456
429,15,5,CHLOE,00:42.021
429,15,1,ABELODIABELO,03:02.194
429,15,1,ABELODIABELO,00:47.275
429,15,1,ABELODIABELO,00:42.113
429,15,1,ABELODIABELO,00:50.005
429,15,1,ABELODIABELO,01:49.888
429,15,1,ABELODIABELO,00:41.720
429,15,1,ABELODIABELO,00:41.085
429,15,1,ABELODIABELO,00:41.156
429,15,14,SLAK,00:46.945
429,15,14,SLAK,00:43.187
429,15,14,SLAK,00:45.362
429,15,14,SLAK,00:52.158
429,15,14,SLAK,00:43.215
429,15,14,SLAK,00:42.606
429,15,14,SLAK,00:44.644
429,15,14,SLAK,00:42.976
429,15,14,SLAK,00:42.124
429,15,14,SLAK,00:42.222
429,15,14,SLAK,00:44.013
429,15,14,SLAK,00:45.200
429,15,14,SLAK,00:42.369
429,15,15,FRANS,00:44.624
429,15,15,FRANS,00:45.665
429,15,15,FRANS,00:45.532
429,15,15,FRANS,00:46.565
429,15,15,FRANS,00:42.452
429,15,15,FRANS,00:42.156
429,15,15,FRANS,00:44.366
429,15,15,FRANS,00:43.462
429,15,15,FRANS,00:41.641
429,15,15,FRANS,00:41.628
429,15,15,FRANS,00:41.553
429,15,15,FRANS,00:41.428
429,15,15,FRANS,00:41.355
429,15,20,jurjen,00:43.596
429,15,20,jurjen,00:45.613
429,15,20,jurjen,00:47.699
429,15,20,jurjen,00:48.288
429,15,20,jurjen,00:42.220
429,15,20,jurjen,00:41.810
429,15,20,jurjen,00:43.351
429,15,20,jurjen,00:42.163
429,15,20,jurjen,00:41.813
429,15,20,jurjen,00:42.085
429,15,20,jurjen,00:41.891
429,15,20,jurjen,00:46.384
429,15,20,jurjen,00:43.896
429,15,10,braminator,00:43.758
429,15,10,braminator,00:44.736
429,15,10,braminator,00:47.289
429,15,10,braminator,00:49.343
429,15,10,braminator,00:42.517
429,15,10,braminator,00:42.452
429,15,10,braminator,00:41.872
429,15,10,braminator,00:42.792
429,15,10,braminator,00:41.965
429,15,10,braminator,00:43.545
429,15,10,braminator,00:41.632
429,15,10,braminator,00:41.919
429,15,10,braminator,00:42.695
429,15,19,willem,00:42.947
429,15,19,willem,00:42.977
429,15,19,willem,00:44.944
429,15,19,willem,01:01.649
429,15,19,willem,00:40.281
429,15,19,willem,00:40.834
429,15,19,willem,00:39.887
429,15,19,willem,00:40.321
429,15,19,willem,00:41.005
429,15,19,willem,00:41.807
429,15,19,willem,00:40.381
429,15,19,willem,00:40.742
429,15,19,willem,00:40.245
429,15,4,martijn,00:44.613
429,15,4,martijn,00:43.405
429,15,4,martijn,00:51.736
429,15,4,martijn,00:47.062
429,15,4,martijn,00:42.703
429,15,4,martijn,00:42.394
429,15,4,martijn,00:41.846
429,15,4,martijn,00:42.142
429,15,4,martijn,00:41.652
429,15,4,martijn,00:41.736
429,15,4,martijn,00:42.553
429,15,4,martijn,00:41.833
429,15,4,martijn,00:41.781
429,15,18,ALAN,00:43.854
429,15,18,ALAN,00:43.380
429,15,18,ALAN,00:44.101
429,15,18,ALAN,00:53.454
429,15,18,ALAN,00:42.602
429,15,18,ALAN,00:42.709
429,15,18,ALAN,00:42.137
429,15,18,ALAN,00:42.684
429,15,18,ALAN,00:45.570
429,15,18,ALAN,00:42.207
429,15,18,ALAN,00:42.308
429,15,18,ALAN,00:41.724
429,15,18,ALAN,00:42.191
429,15,2,PEDE,00:48.567
429,15,2,PEDE,00:44.329
429,15,2,PEDE,00:47.343
429,15,2,PEDE,00:44.079
429,15,2,PEDE,00:44.119
429,15,2,PEDE,00:46.424
429,15,2,PEDE,00:47.478
429,15,2,PEDE,00:43.410
429,15,2,PEDE,00:44.775
429,15,2,PEDE,00:42.111
429,15,2,PEDE,00:41.834
429,15,2,PEDE,00:41.229
429,15,2,PEDE,00:42.940
429,15,9,Caro,00:47.105
429,15,9,Caro,01:39.342
429,15,9,Caro,00:48.526
429,15,9,Caro,00:45.100
429,15,9,Caro,00:47.099
429,15,9,Caro,00:46.345
429,15,9,Caro,00:45.075
429,15,9,Caro,00:46.336
429,15,9,Caro,00:45.942
429,15,9,Caro,00:44.259
429,15,9,Caro,00:46.947
429,15,12,BAGTROP,00:45.357
429,15,12,BAGTROP,00:51.729
429,15,12,BAGTROP,00:44.625
429,15,12,BAGTROP,00:50.205
429,15,12,BAGTROP,00:45.183
429,15,12,BAGTROP,00:44.059
429,15,12,BAGTROP,00:48.367
429,15,12,BAGTROP,00:43.892
429,15,12,BAGTROP,00:45.390
429,15,12,BAGTROP,00:43.227
429,15,12,BAGTROP,00:42.101
429,15,12,BAGTROP,00:43.001
429,15,12,BAGTROP,00:43.553
430,15,1,TINUS TUSSENGAS,02:08.684
430,15,1,TINUS TUSSENGAS,00:41.791
430,15,1,TINUS TUSSENGAS,00:40.201
430,15,1,TINUS TUSSENGAS,00:39.918
430,15,1,TINUS TUSSENGAS,00:45.261
430,15,9,BRORD,00:45.808
430,15,9,BRORD,00:48.423
430,15,9,BRORD,00:42.879
430,15,9,BRORD,00:42.984
430,15,9,BRORD,00:42.389
430,15,9,BRORD,00:42.312
430,15,9,BRORD,00:43.218
430,15,9,BRORD,00:51.648
430,15,9,BRORD,00:43.709
430,15,9,BRORD,00:43.615
430,15,9,BRORD,00:43.370
430,15,9,BRORD,00:45.779
430,15,9,BRORD,00:42.189
430,15,2,BRENNY,00:46.575
430,15,2,BRENNY,00:44.712
430,15,2,BRENNY,00:42.526
430,15,2,BRENNY,00:42.919
430,15,2,BRENNY,00:41.667
430,15,2,BRENNY,00:42.853
430,15,2,BRENNY,00:42.779
430,15,2,BRENNY,00:42.946
430,15,2,BRENNY,00:42.166
430,15,2,BRENNY,00:41.265
430,15,2,BRENNY,00:41.580
430,15,2,BRENNY,00:48.395
430,15,2,BRENNY,00:43.109
430,15,8,bas,00:43.650
430,15,8,bas,00:40.960
430,15,8,bas,00:41.000
430,15,8,bas,00:41.301
430,15,8,bas,00:42.330
430,15,8,bas,00:41.810
430,15,8,bas,00:41.354
430,15,8,bas,00:48.055
430,15,8,bas,00:41.354
430,15,8,bas,00:41.815
430,15,8,bas,00:40.133
430,15,8,bas,00:42.709
430,15,8,bas,00:39.537
430,15,17,richard batsbak,00:44.012
430,15,17,richard batsbak,00:41.657
430,15,17,richard batsbak,00:40.513
430,15,17,richard batsbak,00:41.469
430,15,17,richard batsbak,00:40.723
430,15,17,richard batsbak,00:41.150
430,15,17,richard batsbak,00:40.861
430,15,17,richard batsbak,00:43.109
430,15,17,richard batsbak,00:48.497
430,15,17,richard batsbak,00:40.746
430,15,17,richard batsbak,00:41.956
430,15,17,richard batsbak,00:45.383
430,15,17,richard batsbak,00:41.286
430,15,18,tim,00:46.660
430,15,18,tim,00:47.924
430,15,18,tim,00:42.354
430,15,18,tim,00:41.672
430,15,18,tim,00:42.168
430,15,18,tim,00:41.830
430,15,18,tim,00:41.423
430,15,18,tim,00:48.011
430,15,18,tim,00:41.438
430,15,18,tim,00:41.615
430,15,18,tim,00:42.294
430,15,18,tim,00:43.560
430,15,18,tim,00:41.297
430,15,10,Roel,00:44.404
430,15,10,Roel,00:42.212
430,15,10,Roel,00:40.513
430,15,10,Roel,00:40.999
430,15,10,Roel,00:39.957
430,15,10,Roel,00:39.767
430,15,10,Roel,00:39.707
430,15,10,Roel,00:44.158
430,15,10,Roel,00:45.370
430,15,10,Roel,00:40.299
430,15,10,Roel,00:40.066
430,15,10,Roel,00:43.764
430,15,10,Roel,00:41.879
430,15,12,LexA,00:44.372
430,15,12,LexA,00:41.081
430,15,12,LexA,00:42.221
430,15,12,LexA,00:40.231
430,15,12,LexA,00:39.842
430,15,12,LexA,00:40.050
430,15,12,LexA,00:43.425
430,15,12,LexA,00:44.434
430,15,12,LexA,00:41.462
430,15,12,LexA,00:41.102
430,15,12,LexA,00:39.439
430,15,12,LexA,01:07.756
430,15,12,LexA,00:39.681
430,15,16,Wim,00:43.987
430,15,16,Wim,00:42.200
430,15,16,Wim,00:39.890
430,15,16,Wim,00:39.895
430,15,16,Wim,00:39.755
430,15,16,Wim,00:39.728
430,15,16,Wim,00:39.696
430,15,16,Wim,00:41.998
430,15,16,Wim,00:46.951
430,15,16,Wim,00:40.375
430,15,16,Wim,00:39.701
430,15,16,Wim,00:39.593
430,15,16,Wim,00:40.812
430,15,16,Wim,00:40.301
430,15,13,Bob,00:46.237
430,15,13,Bob,00:43.086
430,15,13,Bob,00:42.612
430,15,13,Bob,00:43.244
430,15,13,Bob,00:42.793
430,15,13,Bob,00:42.607
430,15,13,Bob,00:44.271
430,15,13,Bob,00:49.712
430,15,13,Bob,00:40.655
430,15,13,Bob,00:41.614
430,15,13,Bob,00:43.100
430,15,13,Bob,00:46.830
430,15,13,Bob,00:41.493
430,15,19,Tom,00:43.624
430,15,19,Tom,00:40.213
430,15,19,Tom,00:40.481
430,15,19,Tom,00:39.762
430,15,19,Tom,00:39.487
430,15,19,Tom,00:53.986
430,15,19,Tom,00:40.399
430,15,19,Tom,00:49.419
430,15,19,Tom,00:43.071
430,15,19,Tom,00:39.375
430,15,19,Tom,00:39.248
430,15,19,Tom,00:47.466
430,15,19,Tom,00:39.190
430,15,15,jekkeske,00:44.480
430,15,15,jekkeske,00:41.545
430,15,15,jekkeske,00:40.805
430,15,15,jekkeske,00:42.323
430,15,15,jekkeske,00:42.471
430,15,15,jekkeske,00:41.349
430,15,15,jekkeske,00:42.119
430,15,15,jekkeske,00:49.432
430,15,15,jekkeske,00:42.121
430,15,15,jekkeske,00:41.116
430,15,15,jekkeske,00:44.686
430,15,15,jekkeske,00:46.024
430,15,15,jekkeske,00:41.584
430,15,14,maarten,00:44.141
430,15,14,maarten,00:43.598
430,15,14,maarten,00:41.149
430,15,14,maarten,00:41.123
430,15,14,maarten,00:40.717
430,15,14,maarten,00:40.985
430,15,14,maarten,00:42.341
430,15,14,maarten,00:47.173
430,15,14,maarten,00:41.149
430,15,14,maarten,00:40.834
430,15,14,maarten,01:07.264
430,15,14,maarten,00:40.055
430,15,5,Raab_74_Self,00:44.291
430,15,5,Raab_74_Self,00:39.726
430,15,5,Raab_74_Self,00:39.212
430,15,5,Raab_74_Self,00:39.464
430,15,5,Raab_74_Self,00:39.324
430,15,5,Raab_74_Self,00:53.450
430,15,5,Raab_74_Self,00:40.077
430,15,5,Raab_74_Self,00:45.599
430,15,5,Raab_74_Self,00:39.762
430,15,5,Raab_74_Self,00:40.358
430,15,5,Raab_74_Self,00:39.846
430,15,5,Raab_74_Self,00:43.855
430,15,5,Raab_74_Self,00:40.194
430,15,5,Raab_74_Self,00:38.815
430,15,20,SanderV,00:41.746
430,15,20,SanderV,00:40.737
430,15,20,SanderV,00:39.387
